filename,width,height,class,xmin,ymin,xmax,ymax
gsa_Download Documents - Executed Lease LTX17103_Redacted-03.png,3400,4400,redaction,1942,1800,2294,1889
gsa_Download Documents - Executed Lease LTX17103_Redacted-03.png,3400,4400,redaction,1545,1942,2326,2043
gsa_Download Documents - Executed Lease LTX17103_Redacted-03.png,3400,4400,initials,1333,3891,1588,4153
osv63f00_1.png,1200,1575,signature,584,1016,752,1114
nist_r0080_01.png,2560,3300,signature,375,2626,1111,2749
nist_r0080_01.png,2560,3300,signature,376,2750,1182,2856
nist_r0080_01.png,2560,3300,signature,512,2857,1257,2978
nist_r0341_01.png,2560,3300,signature,333,2726,943,2811
nist_r0341_01.png,2560,3300,signature,357,2797,970,2892
nist_r0341_01.png,2560,3300,signature,497,2883,1233,2990
eta15e00.png,2560,3295,signature,1142,1965,1997,2285
nist_r0655_01.png,2560,3300,signature,407,2622,1187,2749
nist_r0655_01.png,2560,3300,signature,419,2734,1153,2835
nist_r0508_01.png,2560,3300,signature,370,2621,1183,2769
nist_r0508_01.png,2560,3300,signature,396,2733,1170,2868
nist_r0508_01.png,2560,3300,signature,467,2853,1097,2972
vby5aa00.png,2544,3300,signature,1091,2330,1993,2710
gsa_LAL45056-SLA-35-_Z-01.png,3400,4400,signature,225,3736,1327,4107
gsa_LAL45056-SLA-35-_Z-01.png,3400,4400,signature,184,3334,1515,3676
gsa_LAL45056-SLA-35-_Z-01.png,3400,4400,signature,504,3115,1118,3284
gsa_LAL45056-SLA-35-_Z-01.png,3400,4400,initials,2345,501,2484,650
gsa_LAL45056-SLA-35-_Z-01.png,3400,4400,initials,2188,435,2326,598
gsa_LAL45056-SLA-35-_Z-01.png,3400,4400,initials,885,1314,1314,1463
lwd23f00-page02_2.png,2544,3309,signature,1150,527,1929,879
hlm6aa00-init.png,2544,3300,signature,1715,2395,2296,2603
zjy03e00-page02_2.png,2560,3230,signature,1204,1066,1879,1334
zjy03e00-page02_2.png,2560,3230,signature,321,1844,942,2008
qyt81e00-page02_2.png,2560,3345,signature,1220,950,1850,1238
nist_r0589_01.png,2560,3300,signature,338,2649,1173,2753
nist_r0589_01.png,2560,3300,signature,376,2741,1144,2857
nist_r0565_01.png,2560,3300,signature,287,2595,1306,2732
nist_r0565_01.png,2560,3300,signature,308,2715,1109,2834
nist_r0565_01.png,2560,3300,signature,476,2792,1349,2950
nist_r0423_01.png,2560,3300,signature,384,2619,1059,2740
nist_r0423_01.png,2560,3300,signature,364,2733,1160,2827
nist_r0423_01.png,2560,3300,signature,535,2787,1357,2967
X_041.jpeg,2240,886,signature,1280,429,2044,620
gsa_(R)LDC02071-SLA-4-01.png,3400,4394,signature,286,3609,833,3873
jpi68d00.png,2544,3248,signature,1105,2361,2027,2642
nist_r0659_01.png,2560,3300,signature,394,2650,1164,2754
nist_r0659_01.png,2560,3300,signature,390,2757,1012,2851
nist_r0659_01.png,2560,3300,signature,521,2862,1102,2948
nist_r0271_01.png,2560,3300,signature,359,2631,948,2722
nist_r0271_01.png,2560,3300,signature,363,2731,917,2796
nist_r0271_01.png,2560,3300,signature,486,2811,1055,2895
gsa_LAK07213-SLA-8-_Z-02.png,3433,4427,redaction,1507,1040,1776,1139
gsa_LAK07213-SLA-8-_Z-02.png,3433,4427,initials,2429,3776,2779,4096
gsa_LAK07213-SLA-8-_Z-02.png,3433,4427,initials,2866,3828,3121,4075
gsa_LAL50004-SLA-1-_Z-02.png,3435,4424,initials,257,3847,544,4088
gsa_LAL50004-SLA-1-_Z-02.png,3435,4424,redaction,918,2130,1046,2191
gsa_LAL50004-SLA-1-_Z-02.png,3435,4424,redaction,2078,2251,2180,2338
gsa_LAL50004-SLA-1-_Z-02.png,3435,4424,redaction,2739,2120,3005,2199
gsa_LAL50004-SLA-1-_Z-02.png,3435,4424,redaction,2450,2326,3024,2402
gsa_LAL50004-SLA-1-_Z-02.png,3435,4424,redaction,1976,2810,2238,2885
gsa_LAL50004-SLA-1-_Z-02.png,3435,4424,redaction,2378,2808,2582,2883
gsa_LAL50004-SLA-1-_Z-02.png,3435,4424,redaction,2103,2940,2366,3022
gsa_LAL50004-SLA-1-_Z-02.png,3435,4424,redaction,2511,2936,2718,3005
gsa_LAL50004-SLA-1-_Z-02.png,3435,4424,redaction,2122,3075,2368,3145
gsa_LAL50004-SLA-1-_Z-02.png,3435,4424,redaction,2551,3070,2748,3147
eys04c00-page04_4.png,1728,2292,signature,202,1247,769,1456
eys04c00-page04_4.png,1728,2292,signature,848,1051,1320,1193
nist_r0818_01.png,2560,3300,signature,422,2584,1168,2715
nist_r0818_01.png,2560,3300,signature,513,2803,1062,2927
wau30a00-page9_14.png,2544,3284,signature,500,659,1429,905
gsa_LAL50074-Lease_Z-02.png,3400,4400,signature,405,3151,1605,3337
gsa_LAL50074-Lease_Z-02.png,3400,4400,signature,443,3418,1369,3646
gsa_LAL50074-Lease_Z-02.png,3400,4400,signature,349,3732,1494,4052
gsa_LAL50074-Lease_Z-02.png,3400,4400,initials,2532,4044,2879,4235
nist_r0256_01.png,2560,3300,signature,364,2622,986,2755
nist_r0256_01.png,2560,3300,signature,362,2750,1275,2849
nist_r0090_01.png,2560,3300,signature,412,2690,1044,2791
nist_r0090_01.png,2560,3300,signature,416,2778,995,2893
kdh81e00_1.png,2560,3321,signature,1282,1933,2141,2281
odx05f00_1.png,1200,1575,signature,669,1149,1003,1285
X_118.jpeg,2240,1022,signature,1817,581,2113,822
bci73f00.png,1200,1575,signature,624,746,818,881
nist_r0689_01.png,2560,3300,signature,369,2645,995,2754
nist_r0689_01.png,2560,3300,signature,462,2860,1266,2990
nist_r0689_01.png,2560,3300,signature,392,2759,993,2856
nist_r0633_01.png,2560,3300,signature,392,2464,1170,2730
nist_r0633_01.png,2560,3300,signature,405,2736,1196,2849
nist_r0633_01.png,2560,3300,signature,525,2836,1458,2954
gsa_LAK07318-Lease-02.png,3400,4400,signature,2810,3944,3327,4296
nist_r0133_01.png,2560,3300,signature,350,2627,1278,2734
nist_r0133_01.png,2560,3300,signature,439,2741,1267,2854
nist_r0133_01.png,2560,3300,signature,538,2827,1126,2933
nist_r0880_01.png,2560,3300,signature,353,2677,1164,2760
nist_r0880_01.png,2560,3300,signature,427,2771,1059,2886
nist_r0143_01.png,2560,3300,signature,372,2614,890,2716
nist_r0143_01.png,2560,3300,signature,353,2742,1138,2819
sdm51f00.png,1200,1575,signature,667,1016,963,1171
gsa_LAK07326-Lease_Z-01.png,3400,4400,signature,1609,2528,2550,2824
gsa_LAK07326-Lease_Z-01.png,3400,4400,signature,279,2575,916,2803
gsa_LAK07326-Lease_Z-01.png,3400,4400,signature,333,3329,1221,3504
gsa_LAK07326-Lease_Z-01.png,3400,4400,date,1752,3055,2276,3189
gsa_LAK07326-Lease_Z-01.png,3400,4400,date,438,3644,934,3827
gsa_LAK07326-Lease_Z-01.png,3400,4400,initials,1408,3882,1583,4056
gsa_LAK07326-Lease_Z-01.png,3400,4400,initials,1766,3873,2159,4062
nist_r0751_01.png,2560,3300,signature,452,2660,963,2769
nist_r0751_01.png,2560,3300,signature,469,2754,1387,2873
X_067.jpeg,2240,1042,signature,1805,665,2146,823
gsa_LAL50004-SLA-3-_Z-01.png,3400,4400,signature,311,2967,1116,3238
gsa_LAL50004-SLA-3-_Z-01.png,3400,4400,signature,147,3603,1214,3968
gsa_LAL50004-SLA-3-_Z-01.png,3400,4400,date,1925,560,2348,708
gsa_LAL50004-SLA-3-_Z-01.png,3400,4400,signature,344,3370,1082,3548
mzd01a00.png,1200,1575,signature,630,1058,961,1196
gsa_LAL50113-Lease-_Z-04.png,3472,4450,initials,1908,3996,2260,4249
gsa_LAL50113-Lease-_Z-04.png,3472,4450,initials,2297,4015,2512,4276
nist_r0763_01.png,2560,3300,signature,446,2558,1280,2710
nist_r0763_01.png,2560,3300,signature,428,2678,1220,2824
nist_r0763_01.png,2560,3300,signature,525,2825,1170,2928
nist_r0120_01.png,2560,3300,signature,373,2636,1279,2793
gsa_LAL50004-Lease-_Z-01.png,3424,4414,signature,998,2272,1546,2527
gsa_LAL50004-Lease-_Z-01.png,3424,4414,date,856,465,1386,658
gsa_LAL50004-Lease-_Z-01.png,3424,4414,initials,3063,4045,3292,4321
nist_r0189_01.png,2560,3300,signature,381,2651,1155,2757
nist_r0189_01.png,2560,3300,signature,436,2755,1331,2874
nist_r0189_01.png,2560,3300,signature,603,2853,1469,2969
gxp01f00_1.png,1200,1575,signature,531,853,716,935
nist_r0461_01.png,2560,3300,signature,443,2704,1091,2801
nist_r0461_01.png,2560,3300,signature,444,2838,1373,3000
mba90a00.png,1200,1575,signature,829,822,1077,927
gsa_(R)LNJ23798-Lease-GSA-01.png,3400,4400,signature,257,2917,1034,3209
gsa_(R)LNJ23798-Lease-GSA-01.png,3400,4400,signature,1659,3217,2522,3517
gsa_(R)LNJ23798-Lease-GSA-01.png,3400,4400,date,2646,3259,3222,3465
gsa_(R)LNJ23798-Lease-GSA-01.png,3400,4400,date,2385,2900,2902,3174
gsa_(R)LNJ23798-Lease-GSA-01.png,3400,4400,redaction,1446,2196,2144,2445
gsa_LAK07213-Lease-a_Z-03.png,3400,4400,initials,576,3960,874,4267
gsa_LAK07213-Lease-a_Z-03.png,3400,4400,initials,2128,4029,2329,4157
gsa_LAK07213-Lease-a_Z-03.png,3400,4400,redaction,486,1874,781,1975
gsa_LAK07213-Lease-a_Z-03.png,3400,4400,redaction,1583,1993,1860,2106
gsa_LAK07213-Lease-a_Z-03.png,3400,4400,redaction,1588,2132,1850,2269
gsa_LAK07213-Lease-a_Z-03.png,3400,4400,redaction,2073,1973,2492,2156
gsa_LAK07213-Lease-a_Z-03.png,3400,4400,redaction,2046,2143,2318,2272
gsa_LAK07213-Lease-a_Z-03.png,3400,4400,redaction,1769,2520,2038,2631
gsa_LAK07213-Lease-a_Z-03.png,3400,4400,redaction,2173,2490,2438,2579
gsa_LAK07213-Lease-a_Z-03.png,3400,4400,redaction,2565,2491,2802,2659
wdf14f00-page02_2.png,1200,1575,signature,143,844,387,918
nist_r0250_01.png,2560,3300,signature,445,2669,1252,2761
nist_r0250_01.png,2560,3300,signature,420,2771,1181,2890
nist_r0250_01.png,2560,3300,signature,555,2870,1297,2972
gsa_(R)LDC02012-Lease-SF2-03.png,3400,4394,initials,2487,3982,2714,4264
gsa_(R)LDC02012-Lease-SF2-03.png,3400,4394,initials,2698,3868,3089,4271
nist_r0005_01.png,2560,3300,signature,305,2638,1120,2724
nist_r0005_01.png,2560,3300,signature,382,2713,1118,2847
nist_r0693_01.png,2560,3300,signature,423,2641,1297,2784
nist_r0693_01.png,2560,3300,signature,493,2857,1207,2985
nist_r0693_01.png,2560,3300,signature,456,2751,1243,2830
nist_r0229_01.png,2560,3300,signature,316,2650,1295,2830
nist_r0229_01.png,2560,3300,signature,505,2843,1279,2940
gsa_LAK07264-Lease_Z-05.png,3400,4400,initials,1363,4012,1542,4202
gsa_LAK07264-Lease_Z-05.png,3400,4400,initials,1873,4048,2127,4218
nist_r0255_01.png,2560,3300,signature,251,2664,1228,2751
nist_r0255_01.png,2560,3300,signature,368,2749,1151,2870
nist_r0255_01.png,2560,3300,signature,484,2847,1376,2962
nist_r0253_01.png,2560,3300,signature,335,2658,1251,2750
nist_r0253_01.png,2560,3300,signature,447,2758,1170,2861
qit05f00-page2_27.png,1200,1575,signature,169,119,643,260
vgg45f00-first.png,1200,1575,signature,445,965,629,1051
aji32e00-page02_2.png,2560,3265,signature,1225,2147,2275,2691
aji32e00-page02_2.png,2560,3265,signature,1212,2147,1745,2382
nist_r0394_01.png,2560,3300,signature,408,2685,1067,2783
nist_r0394_01.png,2560,3300,signature,403,2779,1275,2918
nist_r0245_01.png,2560,3300,signature,433,2670,1217,2787
nist_r0245_01.png,2560,3300,signature,445,2797,1147,2887
nist_r0896_01.png,2560,3300,signature,387,2653,971,2752
nist_r0896_01.png,2560,3300,signature,399,2734,1065,2862
nist_r0034_01.png,2560,3300,signature,334,2635,1298,2833
nist_r0155_01.png,2560,3300,signature,271,2665,1057,2773
nist_r0155_01.png,2560,3300,signature,344,2787,1075,2869
nist_r0155_01.png,2560,3300,signature,462,2885,1143,2975
gsa_LAL50074-Lease_Z-04.png,3400,4400,initials,2639,3888,2894,4058
gsa_LAL50074-Lease_Z-04.png,3400,4400,initials,2342,3931,2509,4057
gsa_LAL50074-Lease_Z-04.png,3400,4400,redaction,1915,3296,2194,3388
gsa_LAL50074-Lease_Z-04.png,3400,4400,redaction,1149,3305,1334,3378
gsa_LAL50074-Lease_Z-04.png,3400,4400,redaction,1611,2945,1784,3025
gsa_LAL50074-Lease_Z-04.png,3400,4400,redaction,935,2764,1241,2842
gsa_LAL50074-Lease_Z-04.png,3400,4400,redaction,1350,2670,1466,2744
gsa_LAL50074-Lease_Z-04.png,3400,4400,redaction,2630,3031,2908,3120
gsa_LAL50116-SLA-3-_Z-02.png,3432,4396,initials,2242,3712,2555,4005
gsa_LAL50116-SLA-3-_Z-02.png,3432,4396,initials,2611,3720,2860,4002
gdh93f00.png,1200,1575,signature,637,1047,912,1186
nist_r0532_01.png,2560,3300,signature,485,2730,1137,2796
nist_r0532_01.png,2560,3300,signature,485,2799,1148,2904
nist_r0532_01.png,2560,3300,signature,609,2923,1185,3013
gsa_LAL50074-Lease_Z-03.png,3400,4400,initials,2312,3939,2564,4040
gsa_LAL50074-Lease_Z-03.png,3400,4400,initials,2645,3914,2889,4045
lks41a00.png,1200,1575,signature,642,1174,948,1318
nist_r0261_01.png,2560,3300,signature,445,2677,1032,2786
nist_r0261_01.png,2560,3300,signature,452,2770,1380,2892
nist_r0261_01.png,2560,3300,signature,580,2910,1376,3019
gsa_LAK07213-SLA-7-_Z-02.png,3400,4400,initials,2435,3812,2703,4014
gsa_LAK07213-SLA-7-_Z-02.png,3400,4400,initials,2773,3827,3064,4012
gsa_LAK07213-SLA-7-_Z-02.png,3400,4400,redaction,1388,1020,1674,1123
ovg33f00.png,2544,3313,signature,1207,1868,1948,2129
X_131.jpeg,2240,1009,signature,1939,549,2195,791
nist_r0465_01.png,2560,3300,signature,318,2619,1189,2773
nist_r0465_01.png,2560,3300,signature,411,2785,1139,2889
ztz52d00-page02_2.png,1728,2292,signature,854,603,1134,837
pzm00d00.png,1728,2292,signature,917,1362,1337,1584
nist_r0772_01.png,2560,3300,signature,381,2684,927,2784
nist_r0772_01.png,2560,3300,signature,368,2792,1134,2884
nist_r0772_01.png,2560,3300,signature,541,2877,1309,2994
kgr04f00-page3_3.png,1200,1575,signature,644,1016,841,1108
wau30a00-page9_13.png,2544,3280,signature,456,1766,1293,2189
gsa_LAL59136-Lease-_Z-03.png,3404,4403,initials,2976,4153,3287,4403
gsa_LAL59136-Lease-_Z-03.png,3404,4403,initials,2451,4161,2798,4403
wlv85f00_2.png,1200,1575,signature,542,472,855,593
vff43c00.png,1728,2292,signature,119,1935,545,2113
nist_r0170_01.png,2560,3300,signature,377,2723,983,2811
nist_r0170_01.png,2560,3300,signature,363,2800,911,2901
nist_r0170_01.png,2560,3300,signature,505,2915,1155,3007
xfe44c00-page02-full-var_2.png,1728,2292,signature,838,1409,1340,1622
ftf1aa00.png,2544,3296,signature,906,1992,1687,2289
nist_r0802_01.png,2560,3300,signature,351,2596,1056,2721
nist_r0802_01.png,2560,3300,signature,391,2712,1224,2819
nist_r0802_01.png,2560,3300,signature,528,2846,1374,2924
nist_r0277_01.png,2560,3300,signature,429,2632,1196,2753
nist_r0277_01.png,2560,3300,signature,443,2782,1213,2874
nist_r0283_01.png,2560,3300,signature,360,2611,1145,2730
nist_r0283_01.png,2560,3300,signature,354,2731,1138,2854
nist_r0270_01.png,2560,3300,signature,431,2612,921,2717
nist_r0270_01.png,2560,3300,signature,427,2706,1335,2831
gsa_LAK07404-Lease_Z-02.png,3400,4400,initials,1359,3817,1609,4058
gsa_LAK07404-Lease_Z-02.png,3400,4400,initials,1876,3898,2074,4058
X_106.jpeg,2240,1042,signature,1895,692,2221,772
nist_r0094_01.png,2560,3300,signature,401,2569,1068,2720
nist_r0094_01.png,2560,3300,signature,409,2696,934,2818
nist_r0829_01.png,2560,3300,signature,462,2598,1228,2745
nist_r0829_01.png,2560,3300,signature,407,2752,1187,2890
ozj00a00.png,2520,3113,signature,1206,2588,2158,2943
nist_r0200_01.png,2560,3300,signature,353,2649,1223,2765
nist_r0200_01.png,2560,3300,signature,441,2775,1092,2882
nist_r0185_01.png,2560,3300,signature,428,2703,1198,2797
nist_r0185_01.png,2560,3300,signature,438,2806,1116,2917
nist_r0185_01.png,2560,3300,signature,562,2911,1216,3010
gsa_LAL50124-SLA-1-_Z-01.png,3400,4400,signature,107,3080,940,3275
gsa_LAL50124-SLA-1-_Z-01.png,3400,4400,signature,280,3739,1418,4136
gsa_LAL50124-SLA-1-_Z-01.png,3400,4400,signature,301,3464,954,3692
gsa_LAL50124-SLA-2-_Z-01.png,3396,4390,signature,486,2968,1866,3247
gsa_LAL50124-SLA-2-_Z-01.png,3396,4390,signature,147,3272,1450,3622
gsa_LAL50124-SLA-2-_Z-01.png,3396,4390,signature,290,3602,1384,4048
gsa_LAL50124-SLA-2-_Z-01.png,3396,4390,date,2018,293,2501,470
nist_r0418_01.png,2560,3300,signature,348,2618,987,2721
nist_r0418_01.png,2560,3300,signature,399,2718,1237,2813
nist_r0418_01.png,2560,3300,signature,565,2822,1158,2930
nist_r0553_01.png,2560,3300,signature,436,2579,1090,2726
nist_r0553_01.png,2560,3300,signature,455,2758,1045,2845
nist_r0553_01.png,2560,3300,signature,558,2794,1314,2922
nist_r0490_01.png,2560,3300,signature,371,2625,1093,2755
nist_r0490_01.png,2560,3300,signature,430,2749,1004,2876
nist_r0490_01.png,2560,3300,signature,555,2867,1343,2959
wau30a00-page9_10.png,2544,3282,signature,475,651,1364,882
wau30a00-page9_10.png,2544,3282,signature,1470,611,2454,890
iro45f00.png,1200,1575,signature,552,756,808,903
ruu90c00.png,2400,3150,signature,1266,1278,1665,1608
hcj11c00-page02_2.png,2400,3150,signature,447,1135,1033,1275
duz52d00-page02-var_3.png,1728,2292,signature,857,436,1137,661
gsa_LAL45056-SLA-44-_Z-01.png,3456,4438,signature,496,3393,1445,3723
gsa_LAL45056-SLA-44-_Z-01.png,3456,4438,redaction,1426,2113,1682,2185
gsa_LAL45056-SLA-44-_Z-01.png,3456,4438,redaction,534,1612,815,1682
gsa_LAL45056-SLA-44-_Z-01.png,3456,4438,signature,788,2872,1241,3043
gsa_LAL45056-SLA-44-_Z-01.png,3456,4438,signature,441,3080,1430,3343
nist_r0347_01.png,2560,3300,signature,357,2631,1251,2771
nist_r0347_01.png,2560,3300,signature,345,2765,915,2893
X_110.jpeg,2240,1042,signature,1914,642,2212,827
nist_r0629_01.png,2560,3300,signature,487,2676,1010,2783
nist_r0629_01.png,2560,3300,signature,454,2778,1038,2859
nist_r0629_01.png,2560,3300,signature,600,2866,1160,2981
nist_r0313_01.png,2560,3300,signature,387,2607,1041,2731
nist_r0313_01.png,2560,3300,signature,365,2757,942,2822
nist_r0313_01.png,2560,3300,signature,501,2849,1349,2964
nist_r0474_01.png,2560,3300,signature,456,2603,1129,2688
nist_r0474_01.png,2560,3300,signature,454,2688,1055,2793
nist_r0474_01.png,2560,3300,signature,594,2817,1328,2901
qfj59c00.png,1728,2292,signature,60,1446,529,1622
bea6aa00.png,2544,3300,signature,405,2388,934,2597
nlu01f00.png,1200,1575,signature,637,1074,891,1209
nist_r0617_01.png,2560,3300,signature,471,2686,1094,2785
nist_r0617_01.png,2560,3300,signature,479,2814,1214,2907
gsa_LAL50124-SLA-3-_Z-01.png,3396,4390,signature,375,3688,1451,3983
gsa_LAL50124-SLA-3-_Z-01.png,3396,4390,signature,417,2981,1588,3248
gsa_LAL50124-SLA-3-_Z-01.png,3396,4390,redaction,304,1599,856,1680
gsa_LAL50124-SLA-3-_Z-01.png,3396,4390,signature,365,3307,1483,3615
gsa_LAL50124-SLA-3-_Z-01.png,3396,4390,date,1997,372,2491,509
sxq52e00-page02_2.png,2560,3279,signature,1328,887,2011,1165
nist_r0381_01.png,2560,3300,signature,366,2612,1216,2734
nist_r0381_01.png,2560,3300,signature,483,2714,1129,2859
gsa_LAK07318-Lease-04.png,3400,4400,signature,2797,3962,3292,4304
fcb93e00.png,2560,3215,signature,1455,2622,2087,2881
nist_r0126_01.png,2560,3300,signature,393,2649,1340,2776
nist_r0126_01.png,2560,3300,signature,401,2794,1326,2964
wau30a00-page9_3.png,2544,3284,signature,1539,2445,2327,2668
wau30a00-page9_3.png,2544,3284,signature,639,1588,1351,1824
nist_r0714_01.png,2560,3300,signature,415,2643,1220,2765
nist_r0714_01.png,2560,3300,signature,417,2756,1076,2870
nist_r0451_01.png,2560,3300,signature,450,2626,1108,2730
nist_r0451_01.png,2560,3300,signature,449,2758,1251,2852
nist_r0176_01.png,2560,3300,signature,361,2630,1032,2741
nist_r0176_01.png,2560,3300,signature,409,2740,1158,2856
nist_r0595_01.png,2560,3300,signature,449,2675,1009,2755
nist_r0595_01.png,2560,3300,signature,420,2794,1287,2852
nist_r0595_01.png,2560,3300,signature,553,2840,1390,2962
amk00a00.png,2504,3109,signature,1221,2460,2157,2825
nist_r0404_01.png,2560,3300,signature,385,2662,1228,2835
nist_r0713_01.png,2560,3300,signature,418,2617,1235,2721
nist_r0713_01.png,2560,3300,signature,407,2726,1262,2844
nist_r0583_01.png,2560,3300,signature,408,2647,1274,2753
nist_r0583_01.png,2560,3300,signature,407,2776,1012,2857
nist_r0836_01.png,2560,3300,signature,454,2653,1376,2757
nist_r0836_01.png,2560,3300,signature,443,2773,1182,2878
nist_r0577_01.png,2560,3300,signature,369,2664,1037,2768
nist_r0577_01.png,2560,3300,signature,428,2795,1132,2903
gsa_ Lease Document - Executed_Redacted-03.png,3400,4400,initials,1396,3812,1573,3971
gsa_ Lease Document - Executed_Redacted-03.png,3400,4400,initials,1867,3776,2255,4033
gsa_ Lease Document - Executed_Redacted-03.png,3400,4400,redaction,800,1334,1085,1422
gsa_ Lease Document - Executed_Redacted-03.png,3400,4400,redaction,1327,1237,1668,1386
gsa_ Lease Document - Executed_Redacted-03.png,3400,4400,redaction,1776,1723,2035,1917
gsa_ Lease Document - Executed_Redacted-03.png,3400,4400,redaction,2142,1732,2386,1909
fzf54f00_1.png,1200,1575,signature,582,815,907,941
wau30a00-page9_7.png,2544,3278,signature,1480,2398,2354,2597
wau30a00-page9_7.png,2544,3278,signature,506,1476,1293,1704
nist_r0471_01.png,2560,3300,signature,381,2664,1227,2770
nist_r0471_01.png,2560,3300,signature,400,2786,964,2883
nist_r0162_01.png,2560,3300,signature,349,2673,1076,2775
nist_r0162_01.png,2560,3300,signature,413,2762,1298,2890
llq11e00-page02_2.png,2560,3297,signature,1228,1106,2086,1370
cvg13f00.png,2544,3313,signature,1423,2598,2280,2951
ehi41f00.png,1200,1575,signature,573,1110,837,1249
drd89c00-page02_2.png,1728,2292,signature,190,1749,496,1898
cdp9aa00-page02_2.png,2624,3584,signature,1120,1475,2020,1829
nist_r0000_01.png,2560,3300,signature,316,2668,1249,2790
nist_r0000_01.png,2560,3300,signature,384,2787,1203,2901
nist_r0511_01.png,2560,3300,signature,372,2641,1001,2768
nist_r0511_01.png,2560,3300,signature,379,2791,1129,2869
nist_r0511_01.png,2560,3300,signature,527,2864,1218,2973
nist_r0191_01.png,2560,3300,signature,316,2630,1152,2749
nist_r0191_01.png,2560,3300,signature,362,2742,1021,2860
X_055.jpeg,2240,1042,signature,1754,691,2086,872
esk12d00.png,2400,3150,signature,475,2318,916,2515
nist_r0830_01.png,2560,3300,signature,356,2651,1103,2748
nist_r0830_01.png,2560,3300,signature,423,2763,1288,2876
nist_r0830_01.png,2560,3300,signature,537,2839,1502,2970
rxm78d00-page02_2.png,2544,3258,signature,1663,2401,2047,2661
tbn00d00.png,1728,2292,signature,946,1751,1474,1982
nist_r0067_01.png,2560,3300,signature,453,2599,1270,2732
nist_r0067_01.png,2560,3300,signature,512,2749,1240,2862
nuz52d00.png,1728,2292,signature,881,1837,1189,2047
nist_r0285_01.png,2560,3300,signature,393,2649,1157,2762
nist_r0285_01.png,2560,3300,signature,369,2769,1169,2859
nist_r0285_01.png,2560,3300,signature,520,2833,1466,2939
izj51a00.png,2544,3247,signature,1193,1905,1753,2175
izj51a00.png,2544,3247,signature,1205,2180,1730,2371
nist_r0673_01.png,2560,3300,signature,385,2662,1107,2757
nist_r0673_01.png,2560,3300,signature,378,2758,1015,2841
nist_r0673_01.png,2560,3300,signature,506,2846,1153,2940
gsa_LAK07213-SLA-1-_Z-02.png,3400,4400,initials,240,3894,639,4212
gsa_LAK07213-SLA-1-_Z-02.png,3400,4400,initials,996,3992,1257,4177
qit05f00-page2_4.png,1200,1575,signature,709,815,927,951
fgx54f00_1.png,1200,1575,signature,757,898,909,989
wrn67e00.png,2480,3503,signature,199,2550,834,2941
nist_r0119_01.png,2560,3300,signature,439,2606,1345,2733
nist_r0119_01.png,2560,3300,signature,420,2719,1171,2845
nvb01a00.png,1200,1575,signature,549,776,858,959
nist_r0084_01.png,2560,3300,signature,405,2608,1002,2693
nist_r0084_01.png,2560,3300,signature,391,2704,1241,2792
nist_r0850_01.png,2560,3300,signature,394,2655,931,2726
nist_r0850_01.png,2560,3300,signature,367,2731,1144,2816
nist_r0850_01.png,2560,3300,signature,523,2804,1359,2901
hna35f00.png,1200,1575,signature,678,999,894,1110
nist_r0519_01.png,2560,3300,signature,439,2642,1280,2752
nist_r0519_01.png,2560,3300,signature,437,2767,1082,2869
nist_r0519_01.png,2560,3300,signature,599,2841,1414,2970
gsa_LAK07322-Lease-a_Z-03.png,3416,4413,redaction,2196,686,2475,791
gsa_LAK07322-Lease-a_Z-03.png,3416,4413,redaction,2114,998,2377,1134
gsa_LAK07322-Lease-a_Z-03.png,3416,4413,redaction,2453,950,2716,1192
gsa_LAK07322-Lease-a_Z-03.png,3416,4413,redaction,1344,1088,1518,1170
gsa_LAK07322-Lease-a_Z-03.png,3416,4413,redaction,1796,1467,2001,1551
gsa_LAK07322-Lease-a_Z-03.png,3416,4413,redaction,2538,1454,2785,1547
tkj51f00_1.png,1200,1575,signature,549,805,776,909
nist_r0480_01.png,2560,3300,signature,434,2664,1210,2751
nist_r0480_01.png,2560,3300,signature,430,2730,1234,2836
gsa_LAL50005-SLA-6-_Z-01.png,3396,4390,signature,329,3073,1330,3292
gsa_LAL50005-SLA-6-_Z-01.png,3396,4390,signature,341,3575,1150,3895
gsa_LAL50005-SLA-6-_Z-01.png,3396,4390,signature,363,3295,1198,3481
qit05f00-page2_20.png,1200,1575,signature,645,1088,1035,1184
dgw64a00.png,1728,2156,signature,996,1573,1384,1666
nist_r0666_01.png,2560,3300,signature,324,2633,1187,2822
nist_r0666_01.png,2560,3300,signature,515,2842,1278,2959
lfv39d00.png,2544,3250,signature,1566,2905,2404,3091
gsa_(R)LDC02012-SLA-1-01.png,3422,4417,signature,599,3091,1706,3584
gsa_(R)LDC02012-SLA-1-01.png,3422,4417,signature,629,3477,1275,3778
gsa_(R)LDC02012-SLA-1-01.png,3422,4417,signature,624,3652,2198,4099
aex05f00_1.png,1200,1575,signature,587,881,958,1044
aex05f00_1.png,1200,1575,signature,134,1303,303,1409
aex05f00_1.png,1200,1575,signature,560,376,960,540
nist_r0139_01.png,2560,3300,signature,334,2640,1197,2742
nist_r0139_01.png,2560,3300,signature,417,2736,1194,2877
nist_r0139_01.png,2560,3300,signature,545,2883,1159,2975
nist_r0036_01.png,2560,3300,signature,324,2541,1104,2683
nist_r0036_01.png,2560,3300,signature,338,2711,1146,2820
nist_r0036_01.png,2560,3300,signature,437,2803,1112,2919
nist_r0291_01.png,2560,3300,signature,263,2573,1295,2706
